X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_A,Coded_Medical_B,weight1,weight2,weight3,tm_start,tm_finish,duration,XSPANISH,XPRIMELAN,XLANG,Order_Q9_Q10_First,Order_Q9_Q10_Second,DOV_Q14_More,DOV_Q14_Fewer,DOV_Q14_About,DOV_Q14_Havent,DOV_Q57a,Order_Q20_Q22_First,Order_Q20_Q22_Second,Order_Q20_Q22_Third,DOV_Q20_E,DOV_Q20_F,Order_Q20_a,Order_Q20_b,Order_Q20_c,Order_Q20_d,Order_Q20_e,Order_Q20_f,DOV_Q21_E,DOV_Q21_F,Order_Q21_a,Order_Q21_b,Order_Q21_c,Order_Q21_d,Order_Q21_e,Order_Q21_f,DOV_Q22_E,DOV_Q22_F,Order_Q22_a,Order_Q22_b,Order_Q22_c,Order_Q22_d,Order_Q22_e,Order_Q22_f,Order_Q29_Q30_First,Order_Q29_Q30_Second,Order_Q36A_Q36B_First,Order_Q36A_Q36B_Second,Order_Q38A_Q38B_First,Order_Q38A_Q38B_Second,Order_Q41A_Q41B_First,Order_Q41A_Q41B_Second,Order_Q49_Q57_A,Order_Q49_Q57_E,Order_Q49_Q57_G,Order_Q49_Q57_H,Order_Q49_Q57_I,Q2,Q4A,Q5,Q9a,Q9b,Q9c,Q9e,Q9f,Q9g,Q9h,Q9i,Q10a,Q10b,Q10c,Q10e,Q10f,Q10g,Q10h,Q10i,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q22,Q27,Q29,Q30,Q32B,Q33B,Q34,Q35,Q36A,Q36B,Q37,Q38A,Q38B,Q39,Q41A,Q41B,Q42,Q43,Q44,Q44A,Q44A1,Q45,Q46,Q47,Q48B,Q48b1,Q49_A,Q50_A,Q51_A,Q52_A,Q53_A,Q54_A,Q55_A,Q56_A,Q49_E,Q50_E,Q51_E,Q52_E,Q55_E,Q56_E,Q57a_E,Q57b_E,Q49_G,Q50_G,Q51_G,Q52_G,Q55_G,Q56_G,Q57a_G,Q57b_G,Q49_H,Q50_H,Q51_H,Q52_H,Q55_H,Q56_H,Q57a_H,Q57b_H,Q49_I,Q51_I,Q50_I,Q52_I,Q55_I,Q56_I,Q57a_I,Q57b_I,Q58A,Q58C,Q59A_1,Q59A_2,Q59A_3,Q59A_4,Q59A_5,Q59A_6,Q59A_7,Q59A_8,Q59A_9,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,PPRACEM,pppa0197,pppa0012
721,744,1,Why not?,trust,1,I have no reason not to.,trust,NA,0.85,0.33,0.74,3/26/11 15:28,3/26/11 15:43,15,1,5,8,1,2,NA,NA,NA,NA,1,1,2,3,1,0,5,3,2,1,4,NA,0,1,4,3,1,2,NA,5,0,1,3,4,1,5,NA,2,1,2,2,1,2,1,1,2,5,1,2,3,4,5,3,2,1,1,1,2,1,3,3,2,1,1,1,2,1,3,1,3,3,2,NA,NA,NA,NA,4,4,3,1,2,1,1,4,3,2,1,2,3,2,1,4,3,1,4,2,2,1,I have no reason not to.,1,1,3,1,Why not?,3,4,4,4,4,4,2,1,1,3,4,3,1,2,3,NA,2,2,4,3,1,2,3,NA,2,3,4,3,1,2,3,NA,2,2,NA,3,1,2,3,NA,2,1,0,1,1,0,1,1,1,0,0,57,5,3,9,2,1,1,1,2,4,4,1,0,3,5,1,59,0,0,0,0,2,6,1,1,1,7
722,745,4,NA,"NA",4,NA,"NA",NA,0.47,0.86,0.41,3/26/11 15:29,3/30/11 14:29,5700,1,5,8,2,1,NA,NA,NA,NA,0,2,3,1,0,1,4,3,1,2,NA,5,0,1,3,4,1,5,NA,2,1,0,5,3,1,2,4,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,5,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,NA,NA,NA,NA,1,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,NA,2,2,2,4,NA,3,4,4,4,3,3,4,4,3,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,2,2,4,4,NA,4,3,4,NA,4,4,4,NA,4,2,2,0,1,0,0,0,0,0,0,0,29,2,1,13,4,3,2,1,2,3,8,1,1,4,9,2,93,0,0,0,0,2,1,1,4,1,5
723,746,2,to help the court system,trust,2,why not?,trust,NA,0.23,0.41,0.41,3/26/11 15:29,3/26/11 15:40,10,1,1,5,1,2,NA,NA,NA,NA,0,3,1,2,0,1,3,4,1,5,NA,2,1,0,5,3,1,2,4,NA,0,1,3,4,2,1,NA,5,1,2,2,1,2,1,1,2,4,5,1,2,3,3,2,1,1,1,1,2,2,1,2,2,2,2,2,2,3,3,3,2,2,2,NA,NA,NA,NA,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,1,4,3,3,2,why not?,4,2,3,2,to help the court system,1,2,2,3,2,2,1,1,1,2,2,3,1,1,NA,1,1,2,3,3,1,1,NA,1,1,2,2,3,1,1,NA,1,1,2,NA,2,1,1,NA,1,1,1,0,1,0,0,1,0,0,0,0,51,4,3,9,2,4,2,1,1,3,9,5,1,4,9,2,93,0,0,0,0,1,4,1,1,1,3
724,747,3,"People have started to think that DNA evidence is black and white -- if the DNA says so, then it must be. This isn't how it works; its statistical, and relying on DNA evidence alone can be unreliable because it reduces the probability that a match is corr ect.DNA collection and handling is also prone to contamination.",mistrust,1,DNA information is statistical so the larger the sample the more accurate the information derived from it,sampling,NA,0.03,0.42,0.03,3/26/11 15:29,3/26/11 15:45,15,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,5,3,1,2,4,NA,0,1,3,4,2,1,NA,5,0,1,3,4,1,2,NA,5,2,1,1,2,1,2,2,1,4,5,1,2,3,4,2,2,1,1,1,2,2,2,2,3,1,1,1,2,2,3,2,3,2,2,NA,NA,NA,NA,3,3,1,1,1,1,1,2,1,2,2,2,2,3,1,1,1,1,3,2,2,1,DNA information is statistical so the larger the sample the more accurate the information derived from it,2,4,1,3,"People have started to think that DNA evidence is black and white -- if the DNA says so, then it must be. This isn't how it works; its statistical, and relying on DNA evidence alone can be unreliable because it reduces the probability that a match is correct.

DNA collection and handling is also prone to contamination.",1,1,3,4,2,2,2,2,1,1,2,4,2,2,NA,3,1,1,2,4,2,2,NA,4,1,1,2,4,2,2,NA,4,1,2,NA,3,1,1,NA,3,2,2,0,1,1,0,0,0,0,0,0,62,5,4,13,4,5,1,1,3,1,18,1,1,4,9,1,93,0,0,0,0,3,1,1,6,1,3
725,748,2,To see if the person is telling the truth or not,trust,2,To help the experiment to be a success if it helps others,medical cure,NA,0.05,0.11,0.04,3/26/11 15:29,3/26/11 15:54,24,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,0,1,3,4,2,1,NA,5,0,1,3,4,1,2,NA,5,1,0,2,5,4,3,1,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,3,1,1,1,1,2,1,2,3,1,2,2,2,2,1,2,2,2,2,3,2,NA,NA,NA,NA,4,4,3,1,4,3,2,2,1,2,2,2,1,2,2,3,3,3,2,3,2,2,To help the experiment to be a success if it helps others,2,2,2,2,To see if the person is telling the truth or not,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,NA,1,2,3,2,3,3,3,NA,1,3,2,2,2,2,3,NA,2,2,NA,3,2,2,3,NA,1,1,0,1,1,1,0,0,1,1,0,18,1,1,7,1,2,2,0,2,3,7,5,1,2,3,2,33,0,0,0,0,2,4,0,2,1,4
726,749,2,if a crime has been committed and I am innocent the stored sample would clear me.,interest,2,"if I suffer from some kind of disease for which there is no cure now, perhaps in the future scientists could find a cure by studying my cells.",interest,NA,0.51,0.92,0.92,3/26/11 15:29,3/26/11 15:56,26,1,2,1,1,2,NA,NA,NA,NA,1,3,1,2,0,1,3,4,1,2,NA,5,1,0,2,5,4,3,1,NA,0,1,2,1,3,4,NA,5,2,1,1,2,1,2,2,1,2,3,4,5,1,3,2,2,1,2,1,2,2,3,1,2,1,1,1,1,2,3,2,2,3,2,NA,NA,NA,NA,4,4,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,"if I suffer from some kind of disease for which there is no cure now, perhaps in the future scientists could find a cure by studying my cells.",2,2,2,2,if a crime has been committed and I am innocent the stored sample would clear me.,1,2,2,3,1,2,3,3,1,2,2,3,3,3,3,NA,1,2,2,2,3,3,3,NA,1,1,2,2,2,3,3,NA,2,2,NA,2,1,2,3,NA,2,1,0,0,1,0,0,0,0,0,0,40,3,2,10,3,4,1,1,2,3,8,1,1,4,9,2,93,0,0,0,0,2,1,1,1,1,3
727,750,3,NA,"NA",1,To encourage the study and help in genetics,medical cure,NA,0.21,0.45,0.19,3/26/11 15:32,3/26/11 16:03,30,1,5,8,1,2,NA,NA,NA,NA,1,1,2,3,1,0,2,5,4,3,1,NA,0,1,2,1,3,4,NA,5,0,1,3,1,4,5,NA,2,1,2,2,1,2,1,1,2,1,2,3,4,5,3,2,2,1,1,1,2,1,2,3,3,1,1,1,2,2,3,3,3,2,2,NA,NA,NA,NA,4,3,3,1,3,4,2,2,3,3,3,3,3,1,2,3,1,1,3,2,2,1,To encourage the study and help in genetics,2,1,1,3,NA,3,3,3,2,2,2,2,2,3,2,2,3,2,3,3,NA,1,2,2,2,2,2,3,NA,1,2,2,2,2,2,3,NA,2,2,NA,2,2,3,3,NA,2,1,0,1,1,0,0,0,0,0,0,65,6,4,13,4,2,2,1,4,1,19,1,1,1,2,1,21,0,0,0,0,4,5,1,2,1,4
728,751,2,curious / supportive,interest,4,Am afraid of what would be done with it.,mistrust,NA,0.28,0.59,0.24,3/26/11 15:33,3/27/11 1:14,581,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,0,1,2,1,3,4,NA,5,0,1,3,1,4,5,NA,2,1,0,2,3,4,1,5,NA,2,1,1,2,1,2,2,1,1,2,3,4,5,4,4,2,2,3,1,2,2,3,3,3,-1,-1,-1,2,-1,-1,-1,-1,4,2,NA,NA,NA,NA,1,1,1,3,4,1,2,2,2,3,2,2,3,2,2,2,1,1,4,2,2,4,Am afraid of what would be done with it.,2,3,3,2,curious / supportive,3,4,4,4,4,4,4,4,3,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,NA,3,4,4,NA,4,1,1,0,1,1,0,0,0,0,0,0,33,2,2,11,3,2,2,1,1,3,13,5,1,3,5,2,59,0,0,0,0,1,1,1,2,1,5
729,752,3,don't particularly trust law enforcement to always do what is right,mistrust,2,advancement of human knowledge,scientific knowledge,NA,1.45,0.56,1.26,3/26/11 15:41,3/26/11 15:55,13,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,0,1,3,1,4,5,NA,2,1,0,2,3,4,1,5,NA,0,1,4,2,5,3,NA,1,1,2,2,1,2,1,1,2,5,1,2,3,4,4,3,2,1,1,1,2,2,1,3,2,1,1,1,2,2,2,3,2,3,2,NA,NA,NA,NA,2,3,1,1,3,1,2,2,3,3,2,3,3,2,2,2,2,1,4,2,2,2,advancement of human knowledge,-1,2,2,3,don't particularly trust law enforcement to always do what is right,1,1,3,4,1,1,2,2,1,2,2,3,2,2,NA,3,1,2,3,3,2,2,NA,3,1,2,2,3,2,2,NA,3,2,3,NA,3,1,2,NA,3,2,1,0,1,1,0,0,0,0,0,0,55,5,3,10,3,1,1,1,1,2,15,5,1,3,7,1,74,0,0,0,0,1,1,1,1,1,2
730,753,3,Don't fully understand how it would assist in such a situation.,need more information,3,Depends on how much trouble or time consumption it would involve.,need more information,interest,0.07,0.99,0.06,3/26/11 15:41,3/26/11 16:10,28,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,2,3,4,1,5,NA,0,1,4,2,5,3,NA,1,0,1,5,1,3,4,NA,2,2,1,1,2,1,2,2,1,5,1,2,3,4,4,3,2,1,1,1,2,2,2,2,3,1,2,1,2,3,3,3,3,3,2,NA,NA,NA,NA,3,3,2,1,4,1,2,2,3,3,2,3,4,3,2,2,-1,1,4,3,2,3,Depends on how much trouble or time consumption it would involve.,4,2,2,3,Don't fully understand how it would assist in such a situation.,2,2,3,3,2,2,-1,2,1,2,2,3,2,2,NA,3,2,2,2,3,4,2,NA,3,1,2,2,2,2,2,NA,3,1,2,NA,2,1,2,NA,1,2,1,0,0,1,0,0,0,0,0,0,52,4,3,9,2,5,1,1,2,1,8,5,0,3,7,1,73,0,0,0,0,2,4,1,6,1,4
731,754,2,to clear me of wrong doings by the court system,interest,2,to help medical cures,medical cure,NA,0.13,1.78,0.12,3/26/11 15:43,3/26/11 16:07,24,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,0,1,4,2,5,3,NA,1,0,1,5,1,3,4,NA,2,1,0,4,1,3,5,2,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,3,2,2,1,1,1,1,2,3,2,3,1,1,2,1,2,3,2,2,3,2,NA,NA,NA,NA,3,3,4,1,1,1,2,2,2,2,2,2,2,1,1,3,1,1,3,2,2,2,to help medical cures,3,2,2,2,to clear me of wrong doings by the court system,2,3,4,4,3,3,4,4,2,3,4,4,4,4,3,NA,1,3,3,4,4,4,3,NA,1,4,4,4,4,4,3,NA,2,4,NA,4,4,-1,3,NA,1,1,0,1,1,1,0,0,0,0,0,54,4,3,10,3,5,1,0,2,1,13,3,1,3,7,1,73,0,0,0,0,2,7,1,6,1,5
732,755,1,To know abut dna.,indeterminate willing,1,To know abut DNA research.,interest,NA,0.89,1.6,1.6,3/26/11 15:44,3/26/11 16:09,24,1,1,2,1,2,2,1,3,4,1,1,2,3,0,1,5,1,3,4,NA,2,1,0,4,1,3,5,2,NA,0,1,4,5,1,2,NA,3,1,2,2,1,2,1,1,2,3,4,5,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,To know abut DNA research.,1,1,1,1,To know abut dna.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,0,1,0,0,0,0,0,0,0,43,3,2,5,1,4,2,1,3,4,1,5,1,3,7,1,74,0,1,0,0,2,1,0,1,1,1
733,756,2,it can also verify innocence,exoneration/innocence,1,to furthur genetic information,scientific knowledge,NA,0.04,0.56,0.04,3/26/11 15:44,3/26/11 16:00,16,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,4,1,3,5,2,NA,0,1,4,5,1,2,NA,3,0,1,1,5,4,2,NA,3,1,2,2,1,2,1,1,2,3,4,5,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,3,3,1,1,1,1,1,1,2,2,2,2,4,2,2,2,1,1,2,1,2,1,to furthur genetic information,1,1,1,2,it can also verify innocence,1,2,2,2,1,1,2,2,1,2,2,3,4,4,NA,3,2,2,3,3,4,4,NA,3,1,2,2,2,4,4,NA,1,1,2,NA,2,4,4,NA,1,2,1,0,0,1,0,0,0,0,0,0,64,5,4,14,4,5,2,1,1,3,11,1,1,4,9,2,91,0,0,0,0,1,2,1,6,1,2
734,757,2,To determine my innocence.,interest,2,Because I think it's necessary to have a complete sampling before testing can be done accurately.,sampling,NA,1.04,0.41,0.91,3/26/11 15:47,3/26/11 16:22,34,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,0,1,4,5,1,2,NA,3,0,1,1,5,4,2,NA,3,1,0,4,2,5,3,1,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,3,2,2,1,1,1,2,2,1,2,3,1,3,3,2,3,3,3,3,2,2,NA,NA,NA,NA,2,3,1,1,4,4,1,2,2,2,1,1,2,2,2,3,3,1,4,2,2,2,Because I think it's necessary to have a complete sampling before testing can be done accurately.,2,2,1,2,To determine my innocence.,1,2,3,4,1,2,2,3,1,2,3,3,2,3,3,NA,1,2,3,2,2,3,3,NA,1,2,2,2,2,3,3,NA,2,2,NA,2,3,1,3,NA,1,1,0,1,0,0,0,0,0,0,0,57,5,3,10,3,1,1,1,2,1,9,1,0,2,4,1,45,0,0,0,0,2,2,0,1,1,1
735,758,1,"it is easy to do.and I was a doctor, i know the importance of that.",trust,1,I think it is easy to do and can contribute to human health.,medical cure,NA,0.5,0.93,0.44,3/26/11 15:47,3/26/11 16:55,67,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,1,5,4,2,NA,3,1,0,4,2,5,3,1,NA,0,1,3,2,1,4,NA,5,1,2,2,1,2,1,1,2,1,2,3,4,5,3,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,NA,3,3,3,1,4,1,1,1,2,2,1,1,3,2,2,2,1,2,2,1,1,1,I think it is easy to do and can contribute to human health.,1,2,2,1,"it is easy to do.and I was a doctor, i know the importance of that.",2,2,-1,2,2,2,3,1,2,1,1,1,1,2,1,NA,1,1,-1,3,1,2,1,NA,1,1,2,3,1,1,1,NA,1,3,NA,2,1,1,3,NA,2,2,0,1,1,1,1,0,0,1,0,44,3,2,14,4,3,2,1,9,1,5,1,1,2,3,2,33,0,0,0,0,9,7,1,4,2,4
736,759,1,betterment of society,help society,2,im a scientist,interest,NA,1.5,0.58,1.3,3/26/11 15:50,3/26/11 16:15,24,1,5,8,1,2,NA,NA,NA,NA,1,1,2,3,1,0,4,2,5,3,1,NA,0,1,3,2,1,4,NA,5,0,1,2,3,1,5,NA,4,2,1,1,2,1,2,2,1,1,2,3,4,5,3,2,2,1,1,1,1,2,3,2,3,1,1,1,2,3,3,3,3,2,2,NA,NA,NA,NA,3,3,3,1,3,4,2,4,3,4,4,4,4,4,2,3,4,2,4,4,4,2,im a scientist,1,1,2,1,betterment of society,3,4,4,4,4,4,2,2,2,3,3,1,3,2,3,NA,2,1,2,2,2,3,3,NA,2,1,2,2,2,2,3,NA,1,1,NA,1,2,2,3,NA,2,1,0,1,1,0,0,1,0,0,0,43,3,2,14,4,1,1,1,3,1,15,1,0,3,6,1,62,0,0,1,0,2,6,1,1,1,6
737,760,1,nothing to hide,trust,2,may be helpful,medical cure,NA,0.53,1.13,0.46,3/26/11 15:52,3/26/11 16:13,20,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,0,1,3,2,1,4,NA,5,0,1,2,3,1,5,NA,4,1,0,5,1,2,3,4,NA,1,2,2,1,2,1,1,2,5,1,2,3,4,5,3,2,1,1,1,2,2,2,2,3,1,2,2,2,3,3,3,3,4,2,NA,NA,NA,NA,3,3,3,1,4,4,2,3,2,3,3,2,2,2,2,3,3,3,4,2,2,2,may be helpful,3,1,1,1,nothing to hide,2,2,3,3,3,3,3,3,2,2,2,2,3,3,NA,4,2,2,2,2,3,3,NA,4,2,2,2,2,3,3,NA,4,2,2,NA,2,3,3,NA,4,1,1,0,1,1,1,1,1,1,1,0,63,5,4,9,2,2,1,1,1,1,13,3,1,3,5,1,58,0,0,0,0,1,5,1,2,1,5
738,761,2,I've done nothing wrong so what's to lose?,trust,2,What's to lose by doing it?,interest,NA,4.35,1.69,3.78,3/26/11 15:53,3/26/11 16:10,17,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,0,1,2,3,1,5,NA,4,1,0,5,1,2,3,4,NA,0,1,5,3,2,4,NA,1,2,1,1,2,1,2,2,1,5,1,2,3,4,1,1,2,1,2,1,2,2,2,3,3,1,2,1,2,2,2,3,3,1,2,NA,NA,NA,NA,3,3,3,1,1,1,1,3,2,4,3,2,2,2,1,3,1,2,4,2,1,2,What's to lose by doing it?,2,1,1,2,I've done nothing wrong so what's to lose?,2,2,2,4,1,1,2,4,2,1,1,2,2,1,NA,3,1,2,1,3,2,-1,NA,-1,1,2,1,2,2,1,NA,3,1,2,NA,3,3,3,NA,3,2,1,0,1,1,1,0,0,0,0,0,65,6,4,11,3,1,2,1,3,1,11,1,1,4,8,1,88,0,0,0,0,3,5,1,1,1,2
739,762,1,Because I am innocent!,trust,1,I am in favor of helping the medical field in future success.,medical cure,NA,1.94,0.76,1.69,3/26/11 15:53,3/26/11 16:11,18,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,5,1,2,3,4,NA,0,1,5,3,2,4,NA,1,0,1,2,1,3,5,NA,4,1,2,2,1,2,1,1,2,4,5,1,2,3,4,2,2,1,1,1,3,2,1,2,3,1,1,1,3,2,1,2,3,1,2,NA,NA,NA,NA,4,3,3,1,1,1,2,4,3,3,3,2,4,2,2,1,1,1,4,2,3,1,I am in favor of helping the medical field in future success.,1,1,2,1,Because I am innocent!,2,2,4,3,2,2,2,3,3,2,4,3,4,3,NA,3,2,3,4,2,2,1,NA,1,1,2,4,2,2,1,NA,3,1,4,NA,2,3,4,NA,3,2,2,0,1,1,1,0,0,0,0,0,48,4,3,10,3,1,2,1,1,3,13,1,1,2,3,1,33,0,0,0,0,1,1,1,1,1,2
740,763,4,"Can't trust the cops, yo.",mistrust,2,"Because it sounds like a benevolent endeavor.  However, I have extremely limited information about it, so my decision would have to be informed by further research.",value,need more information,1.75,0.68,1.52,3/26/11 15:57,3/26/11 16:26,29,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,0,1,5,3,2,4,NA,1,0,1,2,1,3,5,NA,4,1,0,5,3,2,1,4,NA,2,1,1,2,1,2,2,1,4,5,1,2,3,4,3,2,1,1,1,2,3,1,3,3,1,1,1,2,3,1,3,3,4,2,NA,NA,NA,NA,3,2,3,1,1,1,1,3,2,3,3,2,3,2,2,2,1,1,3,2,3,2,"Because it sounds like a benevolent endeavor.  However, I have extremely limited information about it, so my decision would have to be informed by further research.",4,2,2,4,"Can't trust the cops, yo.",1,1,2,4,1,4,2,1,1,2,2,4,2,1,4,NA,2,2,2,4,2,1,4,NA,1,2,2,4,2,1,4,NA,2,3,NA,2,3,4,4,NA,2,1,0,1,1,1,1,0,0,0,0,21,1,1,10,3,1,1,1,4,1,19,5,1,2,4,1,41,0,0,0,1,3,1,1,1,1,1
741,764,3,Afraid of our government.,mistrust,4,Afraid of bad results or bad news.,interest,NA,0.05,0.7,0.05,3/26/11 15:59,3/26/11 16:17,17,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,2,1,3,5,NA,4,1,0,5,3,2,1,4,NA,1,0,5,1,4,3,2,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,4,2,2,1,1,1,2,2,-1,2,3,1,1,1,2,1,2,2,2,4,2,NA,NA,NA,NA,2,1,2,1,4,1,2,2,3,3,3,2,3,2,2,2,2,3,4,2,3,4,Afraid of bad results or bad news.,4,2,2,3,Afraid of our government.,2,3,4,3,3,3,2,2,1,3,4,3,2,2,3,NA,1,1,4,2,3,3,3,NA,1,3,4,3,2,2,3,NA,1,3,NA,3,2,2,3,NA,2,1,0,1,1,1,0,0,0,0,0,69,6,4,9,2,5,2,1,2,1,12,1,1,4,9,1,92,0,0,0,0,2,5,1,6,1,6
742,765,1,NA,"NA",1,NA,"NA",NA,0.03,0.37,0.02,3/26/11 16:00,3/26/11 16:42,42,1,5,8,1,2,2,1,3,4,1,2,3,1,1,0,5,3,2,1,4,NA,1,0,5,1,4,3,2,NA,0,1,3,4,5,2,NA,1,1,2,2,1,2,1,1,2,1,2,3,4,5,4,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,3,3,3,1,4,4,1,3,3,3,3,1,3,1,1,4,2,1,4,2,3,1,NA,1,1,3,1,NA,1,2,2,2,2,3,3,3,1,2,3,2,3,3,3,NA,1,2,3,2,3,3,3,NA,1,2,3,2,3,3,3,NA,1,2,NA,2,3,3,3,NA,1,1,0,1,1,1,1,1,0,0,0,66,6,4,10,3,5,1,1,2,1,17,1,1,4,9,1,93,0,0,0,0,2,2,1,6,1,3
743,768,1,good science.,research,3,depends on what it would be used for.,need more information,NA,1.34,0.52,1.16,3/26/11 16:07,3/26/11 16:34,26,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,5,4,3,2,1,NA,1,0,1,4,5,3,2,NA,0,1,2,4,1,5,NA,3,1,2,2,1,2,1,1,2,5,1,2,3,4,1,1,2,1,1,1,1,2,1,1,3,1,1,1,2,2,1,2,3,4,2,NA,NA,NA,NA,4,3,2,1,3,1,1,-1,3,4,2,2,4,2,2,4,1,1,4,4,4,3,depends on what it would be used for.,2,3,1,1,good science.,1,2,3,4,2,2,3,3,1,3,3,4,3,3,NA,3,1,3,3,4,3,3,NA,3,2,3,4,4,3,3,NA,3,1,1,NA,3,3,3,NA,3,2,2,0,1,0,0,0,0,0,0,0,69,6,4,9,2,1,1,1,2,1,12,1,1,3,5,1,59,0,0,0,0,2,5,1,1,1,6
744,769,1,"I have not committed any crimes,therefore, a sample of my DNA for research would not hurt me, but might help another human.",trust,1,I want scientists to understand the human body and find cures for the worlds illnesses.,medical cure,NA,2.51,0.98,2.18,3/26/11 16:12,3/26/11 16:36,24,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,1,4,5,3,2,NA,0,1,2,4,1,5,NA,3,1,0,5,2,1,4,3,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,3,2,2,1,2,1,2,2,2,2,3,2,3,2,3,3,3,3,3,4,2,NA,NA,NA,NA,3,3,3,3,4,4,2,3,3,3,3,2,4,2,3,2,1,1,4,1,3,1,I want scientists to understand the human body and find cures for the worlds illnesses.,1,1,2,1,"I have not committed any crimes,therefore, a sample of my DNA for research would not hurt me, but might help another human.",1,1,3,2,1,1,2,1,1,1,2,2,2,1,3,NA,1,1,2,2,2,1,3,NA,1,1,2,2,2,1,3,NA,1,2,NA,2,2,1,3,NA,2,1,0,1,1,1,0,0,0,0,0,78,7,4,9,2,1,2,1,1,3,11,2,1,1,2,2,22,0,0,0,0,1,5,1,1,1,2
745,770,1,study,indeterminate willing,1,study,XX,NA,0.11,0.23,0.09,3/26/11 16:13,3/26/11 16:39,25,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,2,4,1,5,NA,3,1,0,5,2,1,4,3,NA,1,0,2,3,1,4,5,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,3,2,2,1,2,1,1,1,1,1,3,1,1,1,2,1,2,1,3,3,2,NA,NA,NA,NA,3,4,3,1,4,2,1,1,1,2,1,1,2,1,2,2,2,3,4,2,2,1,study,3,1,1,1,study,1,2,4,3,2,2,3,3,2,3,4,3,2,2,3,NA,1,2,2,3,2,3,3,NA,1,2,2,3,3,3,3,NA,1,4,NA,4,3,3,3,NA,1,1,0,1,1,1,1,0,0,1,0,60,5,4,9,2,2,1,1,2,3,6,1,1,1,2,2,21,0,0,0,0,2,6,1,2,1,4
