X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_AB,Coded_Medical,weight1,weight2,tm_start,tm_finish,duration,XSPANISH,XHISPAN,XGenes,DOV_ACSLANG,Q2,DOV_ORDER_Q9_Q10,DOV_ORDER_Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q27,DOV_ORDER_Q29_Q30,Q29,Q30,Q42,Q43,Q44,Q44a,Q44a1,Q45,Q46,Q47,Q48B,Q48b1,DOV_ORDER_Q49,Q49_A,Q49_B,Q49_G,Q49_H,Q49_I,Q50_A,Q50_B,Q50_G,Q50_H,Q51_A,Q51_B,Q51_G,Q51_H,Q51_I,Q52_A,Q52_B,Q52_G,Q52_H,Q52_I,Q53,Q54,DOV_ORDER_Q1_New,Q1_New_1,Q1_New_2,Q1_New_3,Q1_New_4,Q1_New_5,Q1_New_6,Q1_New_7,Q1_New_8,DOV_ORDER_Q2_New,Q2_New_1,Q2_New_2,Q2_New_3,Q2_New_4,Q2_New_5,Q2_New_6,Q3_New,Q3A_New,Q4_New,Q5_New,Q5B_New_1,Q5B_New_2,Q5B_New_3,Q5B_New_Refused,DOV_ORDER_Q6_New,Q6_New_1,Q6_New_2,Q6_New_3,Q6_New_4,Q6_New_5,Q6_New_6,DOV_ORDER_Q7_New,Q7_New_1,Q7_New_2,Q7_New_3,Q7_New_4,Q7_New_5,Q7_New_6,Q8_New,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,partyid7,ppp10012,pph10001,pph1acid,pph1adhd,pph1brea,pph1canc,pph1pain,pph1diab,pph1eyed,pph1gastr,pph1hatk,pph1hepc,pph1hype,pph1chol,pph1aids,pph1kidn,pph1meno,pph1ms,pph1liver,pph1osar,pph1oste,pph1psor,pph1pah,pph1arth,pph1alle,pph1sexd,pph1inso,pph1stro,pph1ufib,pph1none,pppa1690
186,196,2,Because it's scientific,research,2,To help better understand my DNA,Coded_Medical_A,interest,0.2741,0.4688,9/27/17,9/27/17,8,1,1,1,5,5,NA,NA,1,1,1,2,2,2,2,3,1,1,2,2,3,1,2,3,3,NA,4,4,4,2,1,2,NA,2,2,1,2,NA,NA,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,4,2,3,3,2,1,NA,3,-1,2,4,2,2,3,3,NA,3,2,3,2,2,2,2,NA,1,3,NA,NA,NA,NA,NA,3,2,4,4,3,3,NA,3,2,3,2,2,2,2,47,4,3,12,4,2,1,1,1,1,21,1,1,2,3,1,31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
187,197,4,It a criminal database,mistrust,2,name of science,Coded_Medical_A,value,1.5978,0.9813,9/27/17,9/27/17,12,1,1,1,5,5,"Q10,Q9",NA,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,NA,1,1,4,2,2,2,NA,4,1,1,4,NA,NA,2,2,2,2,2,3,2,2,2,4,3,3,2,3,3,3,3,3,3,4,4,NA,3,3,3,3,3,3,3,-1,NA,3,2,2,2,2,3,1,NA,2,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,3,1,2,2,2,3,2,51,4,3,10,3,1,1,1,4,1,16,1,1,3,6,1,62,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
188,198,3,I fear my sample may be misused,mistrust,1,Just curious,Coded_Medical_A,interest,0.6614,0.8074,9/27/17,9/27/17,17,1,2,1,2,5,"Q10,Q9",NA,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,3,1,NA,2,1,4,2,2,1,NA,4,2,2,3,NA,NA,1,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,NA,2,2,3,3,5,3,4,3,NA,3,2,1,1,1,2,3,NA,2,1,NA,NA,NA,NA,NA,1,3,5,5,3,5,NA,2,2,1,2,2,2,3,51,4,3,12,4,4,1,1,3,1,19,1,1,3,7,1,74,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
189,199,2,helps crime,trust,2,won't hurt anything,Coded_Medical_A,indeterminate unwilling,0.3145,0.5379,9/27/17,9/27/17,15,1,1,1,5,4,NA,NA,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,3,1,"Q29,Q30",4,4,4,3,3,2,NA,2,2,1,2,NA,NA,2,1,2,-1,1,3,2,2,2,3,3,3,3,2,4,4,4,4,2,2,2,NA,2,3,2,3,3,3,2,2,NA,3,1,1,2,2,3,3,NA,2,3,NA,NA,NA,NA,NA,1,3,4,2,1,2,NA,3,1,1,2,2,2,1,67,6,4,9,2,2,1,1,4,1,10,1,1,3,5,3,56,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
190,200,2,To help with the prevention or solution of a crime.,trust,3,I don't know what this biobank will do with my DNA.  clone me without my consent?,Coded_Medical_A,mistrust,0.1367,0.4386,9/27/17,9/27/17,65,1,1,1,5,4,"Q10,Q9",NA,1,1,1,2,2,3,3,3,1,1,1,2,2,3,2,3,1,NA,4,4,4,3,2,3,NA,1,2,1,2,NA,NA,3,1,2,2,1,3,1,3,2,4,2,3,3,2,4,2,3,3,1,4,4,NA,1,2,3,4,2,4,-1,2,NA,2,1,2,4,1,3,4,NA,2,2,1,0,0,0,NA,2,3,4,2,2,4,NA,2,2,2,3,1,3,1,45,4,3,12,4,3,2,1,5,1,16,1,1,4,9,1,93,0,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
191,201,1,this would help to get some innocent people out of our jails.  I am for it,exoneration/innocence,1,If it would help to further studies I would go for it,Coded_Medical_A,value,1.2629,0.7756,9/27/17,9/27/17,14,1,1,1,5,3,"Q10,Q9",NA,2,1,1,1,1,1,1,1,2,2,1,2,3,3,2,2,1,NA,1,3,4,2,2,1,NA,1,1,3,1,NA,NA,2,1,1,1,1,3,2,1,1,3,1,2,1,1,1,2,1,1,1,4,3,NA,2,3,2,3,5,5,4,4,NA,3,1,2,1,3,3,1,NA,2,1,NA,NA,NA,NA,NA,2,1,3,3,2,5,NA,4,1,2,1,2,3,1,70,6,4,9,2,1,2,1,1,1,6,3,1,4,9,1,92,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
192,202,2,to be excluded from being a suspect,interest,4,not sure how it will be used,Coded_Medical_A,mistrust,1.5349,0.9427,9/27/17,9/27/17,16,1,1,1,5,4,NA,NA,1,2,1,2,2,3,3,3,2,2,1,2,2,3,3,3,3,NA,4,4,4,3,2,4,NA,2,2,2,2,NA,NA,2,2,2,2,1,3,2,3,2,3,2,3,2,2,3,2,2,2,2,3,3,NA,3,4,4,2,2,1,4,2,NA,3,1,2,2,2,3,3,NA,2,2,1,0,0,0,NA,3,3,3,3,2,2,NA,2,1,2,2,2,3,2,54,4,3,9,2,1,1,0,4,1,13,1,1,1,1,1,14,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
193,203,1,to help someone is good,help society,1,if they can lean something to help another person why not,Coded_Medical_A,value,0.4501,0.7699,9/27/17,9/27/17,20,1,1,1,5,3,NA,NA,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,1,NA,2,2,4,2,2,1,NA,3,2,2,1,NA,NA,2,2,2,1,1,4,3,3,1,-1,2,3,1,2,4,2,2,1,2,3,3,NA,1,2,2,2,4,3,3,2,NA,3,3,2,1,1,3,1,NA,2,2,1,0,0,0,NA,4,2,4,3,2,4,NA,2,1,2,1,1,2,1,47,4,3,11,3,2,1,1,4,1,11,1,1,1,2,1,23,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,204,2,NA,"NA",2,Research matters.,Coded_Medical_A,value,1.6675,1.0241,9/27/17,9/27/17,10,1,1,1,5,3,NA,NA,1,1,1,2,2,1,2,3,1,1,1,2,-1,-1,3,3,1,NA,2,1,3,2,1,2,NA,4,2,2,2,NA,NA,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,2,1,1,NA,2,2,3,4,5,2,3,4,NA,3,2,2,2,2,2,3,NA,1,2,1,0,0,0,NA,2,4,4,3,2,3,NA,3,2,2,2,2,2,2,60,5,4,10,3,1,1,1,2,1,18,1,1,2,4,1,41,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
195,205,3,I should be swab to clear me not some else,interest,3,Not trusting what they might do with it.,Coded_Medical_A,mistrust,0.4838,0.8275,9/27/17,9/30/17,4493,1,1,1,5,4,NA,NA,1,1,1,2,2,3,3,3,1,2,1,1,3,3,3,3,1,NA,4,2,4,3,4,3,NA,2,1,1,3,NA,NA,1,1,1,1,1,1,1,1,2,4,3,3,3,3,1,2,1,2,2,2,2,NA,2,2,2,3,3,2,4,4,NA,3,2,2,1,1,2,3,NA,2,3,NA,NA,NA,NA,NA,1,1,3,4,1,5,NA,2,1,1,2,2,2,1,54,4,3,10,3,2,2,1,2,2,4,3,1,2,3,2,32,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
196,206,3,I have nothing to do with crime,mistrust,2,Maybe it would help solve health issues,Coded_Medical_A,medical cure,1.2309,0.7559,9/27/17,9/27/17,13,1,1,1,5,4,NA,NA,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,"Q29,Q30",4,4,4,4,4,2,NA,4,4,4,3,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,NA,3,3,3,3,3,3,3,3,NA,3,1,1,3,2,1,3,NA,2,1,NA,NA,NA,NA,NA,1,1,2,3,4,3,NA,2,1,2,1,1,1,2,72,6,4,9,2,1,2,1,1,1,11,2,0,2,4,1,43,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
197,207,2,The dna sample would rule me out as a suspect in a crime.,interest,2,To use for research that could possibly prevent or cure diseases,Coded_Medical_A,medical cure,0.1487,0.2543,9/27/17,9/27/17,22,1,1,1,5,4,"Q10,Q9",NA,1,2,1,2,3,3,3,3,1,2,2,2,3,3,3,3,1,NA,4,4,4,2,1,2,NA,2,1,1,2,NA,NA,1,1,1,1,1,1,1,1,1,4,2,2,2,1,2,-1,2,3,1,1,1,NA,1,1,2,5,5,5,2,5,NA,3,1,2,1,2,3,3,NA,1,2,1,0,0,0,NA,2,4,4,-1,1,4,NA,2,1,2,1,1,3,1,51,4,3,13,4,2,2,1,1,1,13,5,1,2,3,1,31,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1
198,208,2,I would be contributing to a more definitive criminal justice system,trust,2,given the necessary regulatory controls I would feel good contributing to scientific research.,Coded_Medical_A,need more information,0.2179,0.266,9/27/17,9/27/17,15,1,8,1,1,3,"Q10,Q9",NA,1,1,1,2,2,1,3,3,1,2,1,2,1,2,2,3,1,NA,2,1,3,2,2,2,NA,2,1,2,2,NA,NA,2,1,2,2,1,1,2,2,2,2,2,3,3,2,3,3,3,3,2,1,2,NA,2,4,2,4,5,4,4,4,NA,3,2,3,2,2,3,3,NA,2,2,1,1,0,0,NA,2,2,4,2,1,4,NA,3,1,2,2,2,3,2,76,7,4,10,3,4,1,1,3,1,15,1,1,4,9,1,93,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
198,208,2,I would be contributing to a more definitive criminal justice system,trust,2,given the necessary regulatory controls I would feel good contributing to scientific research.,Coded_Medical_B,scientific knowledge,0.2179,0.266,9/27/17,9/27/17,15,1,8,1,1,3,"Q10,Q9",NA,1,1,1,2,2,1,3,3,1,2,1,2,1,2,2,3,1,NA,2,1,3,2,2,2,NA,2,1,2,2,NA,NA,2,1,2,2,1,1,2,2,2,2,2,3,3,2,3,3,3,3,2,1,2,NA,2,4,2,4,5,4,4,4,NA,3,2,3,2,2,3,3,NA,2,2,1,1,0,0,NA,2,2,4,2,1,4,NA,3,1,2,2,2,3,2,76,7,4,10,3,4,1,1,3,1,15,1,1,4,9,1,93,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
199,209,1,To assist in solving issues dealing with medical problems.,research,1,Anything to assist in curing decease.,Coded_Medical_A,medical cure,0.0717,0.1227,9/27/17,9/27/17,29,1,1,1,5,5,NA,NA,1,2,1,2,2,2,3,3,1,2,1,2,3,3,3,3,1,NA,2,2,3,1,1,1,NA,3,2,2,1,NA,NA,1,1,1,1,2,2,2,1,1,1,1,1,1,4,4,4,4,4,3,1,1,NA,1,1,2,5,5,2,2,3,NA,4,3,1,1,1,2,-1,NA,1,3,NA,NA,NA,NA,NA,3,5,3,2,5,1,NA,4,2,1,1,1,3,1,73,6,4,12,4,2,1,1,2,3,11,1,1,1,2,2,21,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,210,3,I don't see the point if I was not involved with the crime.,interest,1,I think it may help.,Coded_Medical_A,value,0.9262,1.5843,9/27/17,9/27/17,15,1,1,1,5,4,NA,NA,1,1,1,2,2,1,2,2,1,1,1,3,3,3,3,3,1,NA,1,1,3,2,2,1,NA,2,1,1,3,NA,NA,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,3,1,2,NA,2,2,2,3,5,3,4,4,NA,3,2,2,1,1,2,3,NA,1,2,1,1,0,0,NA,3,5,5,2,1,2,NA,3,1,2,1,2,2,1,36,3,2,12,4,2,2,1,3,1,16,1,1,1,2,1,23,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1
201,211,1,Same answer as before.  I believe in science.,research,1,"I support scientific thought, discovery, and research.",Coded_Medical_A,scientific knowledge,1.2436,0.7638,9/27/17,9/27/17,14,1,1,1,5,4,NA,NA,1,1,1,2,2,2,3,3,1,-1,-1,-1,-1,-1,3,3,1,NA,1,1,4,1,1,1,NA,3,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,NA,3,2,2,3,5,4,2,3,NA,4,2,2,1,2,3,3,NA,1,2,1,0,0,0,NA,2,4,4,2,2,2,NA,4,2,2,1,2,3,1,55,5,3,14,4,1,1,1,2,1,17,1,1,2,3,1,32,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
202,212,1,it ok,indeterminate willing,1,I have no problem with the law?,Coded_Medical_A,indeterminate willing,0.1576,0.2696,9/27/17,9/27/17,14,1,1,1,5,2,"Q10,Q9",NA,3,1,1,3,1,1,1,2,1,1,1,3,2,3,2,3,3,NA,4,2,4,2,4,1,NA,1,3,3,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,3,3,3,-1,3,3,3,NA,2,1,1,2,2,2,3,NA,2,2,0,1,0,0,NA,2,3,2,3,1,2,NA,2,2,2,2,2,2,2,64,5,4,10,3,2,1,1,3,1,13,1,1,4,8,1,88,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
203,213,4,I do not want my DNA available for any use but my own,mistrust,4,"I fear the unexpected consequences such as my DNA sample being stolen, misplaced or compromised so that it could implicate me falsely in a crime.",Coded_Medical_A,mistrust,0.9188,0.5643,9/27/17,9/27/17,22,1,1,1,5,4,"Q10,Q9",NA,1,1,1,2,2,1,2,2,1,2,1,2,3,2,2,3,1,NA,4,1,4,2,2,4,NA,1,1,1,4,NA,NA,1,1,1,2,1,1,1,1,1,3,3,2,2,1,4,4,4,4,1,2,2,NA,1,1,1,4,5,4,5,5,NA,4,2,1,1,1,3,2,NA,1,3,NA,NA,NA,NA,NA,1,5,5,1,1,1,NA,4,2,1,1,1,3,1,60,5,4,13,4,1,2,1,2,1,17,1,1,3,5,1,59,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
204,214,2,I like to help  thats why,help society,2,If it doesnt hurt  and it could help   for the future,Coded_Medical_A,need more information,1.2225,0.7508,9/27/17,9/27/17,68,1,1,1,5,4,"Q10,Q9",NA,2,1,1,2,3,3,1,3,1,1,1,2,3,2,2,3,3,"Q29,Q30",4,4,4,2,2,2,NA,4,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,1,NA,3,3,2,2,1,2,3,2,NA,3,1,3,4,2,2,1,NA,1,3,NA,NA,NA,NA,NA,1,2,3,2,-1,1,NA,3,2,2,4,4,3,2,71,6,4,9,2,1,2,1,1,1,6,3,0,1,2,1,23,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
205,215,3,Same reason as before.,need more information,3,I need to know what it will be used for.,Coded_Medical_A,need more information,0.5097,0.6222,9/27/17,9/27/17,9,1,2,1,1,5,NA,NA,3,3,1,1,3,1,2,3,3,3,3,3,3,3,3,3,1,NA,1,1,4,2,2,3,NA,4,2,2,3,NA,NA,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,3,3,3,3,1,2,NA,1,1,1,5,5,4,3,2,NA,3,1,2,1,1,3,2,NA,1,2,1,0,0,0,NA,3,3,3,3,3,3,NA,3,1,1,1,1,2,1,45,4,3,10,3,4,1,1,2,3,17,6,1,4,9,2,93,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
206,216,3,NA,"NA",2,NA,Coded_Medical_A,"NA",0.7967,0.4893,9/27/17,9/28/17,1392,1,1,1,5,3,"Q10,Q9",NA,1,1,1,2,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,"Q29,Q30",1,1,3,2,2,2,NA,2,2,1,3,NA,NA,1,1,2,2,2,1,1,1,1,3,3,2,2,2,2,3,2,2,1,1,1,NA,2,2,5,3,4,2,3,4,NA,3,2,2,3,3,3,3,NA,2,2,1,0,0,0,NA,2,3,5,3,1,3,NA,3,2,2,3,3,3,2,65,6,4,14,4,1,1,1,2,1,16,1,1,1,2,1,21,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,217,3,NA,"NA",4,Just wouldn't.,Coded_Medical_A,indeterminate unwilling,1.0896,0.6692,9/27/17,9/27/17,11,1,1,1,5,4,"Q10,Q9",NA,1,1,1,1,2,2,3,3,2,1,2,2,2,1,3,3,1,"Q29,Q30",4,4,4,3,3,4,NA,3,2,2,3,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,3,5,4,5,3,NA,3,1,2,1,2,3,2,NA,1,2,1,0,0,0,NA,3,2,3,3,1,4,NA,3,1,2,1,2,3,1,67,6,4,9,2,1,2,1,1,3,14,1,1,3,5,1,59,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
208,218,3,Mistrust of organization,mistrust,3,Don't feel comfortable,Coded_Medical_A,indeterminate unwilling,0.2589,0.4428,9/27/17,9/27/17,21,1,1,1,5,3,NA,NA,1,1,1,2,2,1,2,3,1,2,1,2,3,2,3,3,1,NA,4,1,4,2,1,3,NA,3,3,1,3,NA,NA,1,2,1,2,2,1,2,2,2,2,2,2,2,4,4,4,2,4,3,1,2,NA,2,2,2,3,3,2,4,4,NA,3,1,2,3,3,3,3,NA,2,2,1,1,0,0,NA,3,3,3,2,2,4,NA,3,2,2,3,1,3,2,83,7,4,9,2,2,1,1,3,1,13,1,1,4,9,1,93,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
209,219,3,Dont b want my dna on file,privacy,4,Don't want government storing dna,Coded_Medical_A,mistrust,2.2875,1.4048,9/27/17,9/27/17,11,1,1,1,5,3,NA,NA,1,1,1,2,2,3,3,3,1,2,1,3,3,3,3,3,1,"Q29,Q30",4,4,4,3,3,4,NA,2,2,2,3,NA,NA,2,1,1,2,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,2,2,NA,2,3,3,2,4,2,4,1,NA,3,1,3,1,3,3,3,NA,-1,2,1,0,0,0,NA,1,3,3,4,2,4,NA,3,1,2,1,3,2,2,68,6,4,8,1,1,2,1,1,1,12,3,1,4,9,1,93,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
210,220,1,I am open to any useful use of my DNA if it will help mankind in any way.,help society,1,"I am open to any contribution to help mankind...I am 71 years old, and have lived a good life. If my DNA will help in any way, have at it.",Coded_Medical_A,value,0.4651,0.5678,9/27/17,9/27/17,52,1,2,1,2,5,"Q10,Q9",NA,1,1,1,2,2,2,2,2,1,1,1,2,2,3,2,3,1,NA,2,4,4,1,4,1,NA,4,1,4,1,NA,NA,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,4,2,1,4,NA,1,2,1,3,5,5,3,3,NA,4,1,1,1,2,3,3,NA,1,2,1,1,1,0,NA,1,3,5,1,1,2,NA,3,1,1,1,2,1,1,71,6,4,9,2,4,1,1,2,1,13,1,0,2,3,1,34,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,221,3,NA,"NA",3,NA,Coded_Medical_A,"NA",0.6697,0.8175,9/27/17,9/27/17,66,1,2,1,2,5,"Q10,Q9",NA,1,1,1,2,2,2,3,2,1,2,2,2,2,2,3,2,1,"Q29,Q30",4,1,4,2,2,3,NA,3,2,2,3,NA,NA,1,2,1,2,2,1,2,1,2,2,2,2,2,1,3,2,2,2,1,1,1,NA,2,2,2,4,4,2,1,1,NA,3,3,3,3,3,3,3,NA,2,2,1,1,1,0,NA,2,2,3,2,2,4,NA,3,3,3,3,3,3,2,58,5,3,11,3,4,1,1,2,1,16,1,1,4,9,1,93,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,222,4,"Again, trust...",mistrust,4,I don't trust that it will be/remain secure.,Coded_Medical_A,mistrust,0.2703,0.4624,9/27/17,9/27/17,232,1,1,1,5,5,NA,NA,1,1,1,2,3,2,3,3,1,1,1,2,3,3,3,3,1,"Q29,Q30",4,1,4,2,1,4,NA,3,2,1,4,NA,NA,1,2,3,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,1,1,NA,2,2,2,3,3,3,3,2,NA,2,1,1,1,1,3,-1,NA,2,1,NA,NA,NA,NA,NA,1,1,5,5,5,5,NA,1,1,1,1,1,1,3,50,4,3,12,4,2,1,1,3,1,16,1,1,4,9,1,93,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
213,223,4,Its my choice.,general,3,Could be unhealthy,Coded_Medical_A,indeterminate unwilling,0.7781,1.3308,9/27/17,9/27/17,3,1,1,1,5,4,"Q10,Q9",NA,2,2,2,2,2,3,2,2,2,2,1,2,2,3,2,2,2,NA,2,2,2,2,3,3,NA,4,3,2,4,NA,NA,3,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,3,3,2,2,NA,3,2,3,2,3,3,2,3,NA,3,2,3,2,3,3,3,NA,2,3,NA,NA,NA,NA,NA,2,3,3,2,3,3,NA,3,2,2,3,2,3,2,33,2,2,13,4,2,2,0,3,3,15,5,1,1,2,2,21,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
